vehicle_reg_no,transaction_date_time,lane_direction,toll_plaza_name,toll_plaza_geocode
HR65A5463,2025-05-12 05:14:00.000,N,Dagrai Toll Plaza,"25.6158907,78.4787578"
HR65A5463,2025-05-12 00:00:36.000,N,Raibha toll plaza,"27.164087, 77.815004"
HR65A5463,2025-05-13 00:38:23.000,S,Daroada,"20.450625,78.755243"
HR65A5463,2025-05-13 06:23:11.000,N,Gamjal Toll Plaza,"19.026592,78.362705"
HR65A5463,2025-05-13 07:52:45.000,S,Indalwai,"18.538284,78.239718"
HR65A5463,2025-05-13 09:43:16.000,N,Manoharabad,"17.801103,78.471683"
HR65A5463,2025-05-13 03:11:31.000,N,Pippalwada,"19.781093,78.565772"
HR65A5463,2025-05-11 21:40:26.000,S,Karman Toll Plaza,"27.855460, 77.402640"
HR65A5463,2025-05-11 23:29:08.000,S,Mahuvan Toll Plaza,"27.337188,77.737458"
HR65A5463,2025-05-12 06:45:35.000,S,Babina Toll Plaza ,"25.216966,78.464471"
HR65A5463,2025-05-12 08:32:47.000,N,Vighakhet Toll Plaza,"24.789578,78.448855"
HR65A5463,2025-05-12 14:25:03.000,S,Titarpani,"23.217097,79.043014"
HR65A5463,2025-05-12 16:03:58.000,S,Bakori,"22.8436452,79.3582326"
HR65A5463,2025-05-12 20:27:32.000,N,Khawasa Toll Plaza,"21.703044,79.433797"
HR65A5463,2025-05-12 21:10:34.000,N,MANSAR TOLL PLAZA,"21.382312,79.25332"
HR65A5463,2025-05-12 21:55:28.000,N,KAMPTEE KANHAN BYPASS CHECK T,"21.244457,79.2490091"
HR65A5463,2025-05-12 22:40:26.000,N,NAGPUR BYPASS CHECK TOLL PLAZ,"20.2299353,79.0131934"
HR65A5463,2025-05-12 23:31:14.000,N,BORKHEDI TOLL PLAZA,"20.85612,78.963632"
HR65A5463,2025-05-13 11:05:15.000,W,Pedda Amberpet,"17.319992, 78.655881"
HR65A5463,2025-05-12 03:31:06.000,S,Mehra Toll Plaza,"26.197589,78.240691"
HR65A5463,2025-05-12 21:21:23.000,S,Ramtek Border Checkpost,"21.255385,79.171631"
HR65A5463,2025-05-13 02:54:57.000,N,Pimpalkutti Border Checkpost,"19.504530,78.342330"
HR65A5463,2025-05-12 01:57:51.000,N,Choundha,"26.468079,78.010109"
HR65A5463,2025-05-12 00:47:56.000,S,Baretha or Jajau,"26.932005,77.933357"
TN12AY5538,2025-05-13 02:39:15.000,S,Musunur Toll Plaza,"14.851945,79.987847"
TN12AY5538,2025-05-13 05:04:00.000,S,Nellore Plaza (NH- 16),"14.312218,79.916296"
TN12AY5538,2025-05-13 00:27:47.000,S,Bollapalli Toll Plaza,"15.886754,80.070843"
TN12AY5538,2025-05-13 05:40:26.000,S,Budhanam Plaza (NH- 16),"14.059589,79.894624"
TN12AY5538,2025-05-13 06:23:27.000,S,Sullurpet Plaza (NH-16),"13.744936,79.990993"
TN12AY5538,2025-05-13 01:32:42.000,S,Tangatur Toll Plaza,"15.358166,80.040105"
TN12AY5538,2025-05-13 08:14:25.000,S,Mathur Toll Plaza,"13.1762697,80.2447934"
TN12AY5538,2025-05-13 11:16:48.000,S,Mathur Toll Plaza,"13.1762697,80.2447934"
TN36BS0358,2025-05-13 06:23:29.000,N,Pullur Toll Plaza,"15.887742,78.016978"
TN36BS0358,2025-05-12 12:23:59.000,W,Patancheru,"17.321673, 78.140518"
TN36BS0358,2025-05-12 21:39:03.000,W,Shamshabad,"17.151163, 78.224438"
TN36BS0358,2025-05-12 22:51:36.000,S,Raikal Toll Plaza,"17.005867,78.194493"
TN36BS0358,2025-05-13 00:31:10.000,N,Sakapur Toll plaza,"16.5356759,77.9444736"
TN36BS0358,2025-05-13 11:14:00.000,N,Nannur,"15.7406107,78.0705331"
TN36BS0358,2025-05-13 12:29:15.000,N,Chapirevula,"15.460198, 78.451697"
TN36BS0358,2025-05-13 13:53:48.000,N,Chagalmarri Toll Plaza,"14.979577,78.574764"
TN36BS0358,2025-05-13 15:02:16.000,S,Dumpalagattu Paatimeeda Palli,"14.624067, 78.783569"
TN88U2965,2025-05-11 04:23:27.000,S,Kopra Kharghar Toll Plaza,"19.037473, 73.078256"
TN88U2965,2025-05-11 05:06:31.000,S,Mulund(EEH),"19.1534,72.9657"
TN88U2965,2025-05-11 20:10:26.000,S,Ainoli Toll Plaza,"17.503027,77.431011"
TN88U2965,2025-05-10 17:18:06.000,N,Kognoli Toll Plaza,"16.5422,74.31825"
TN88U2965,2025-05-11 05:02:43.000,N,Airoli,"19.153364,72.965778"
TN88U2965,2025-05-10 18:35:54.000,N,Kini Toll Plaza,"16.8767054,74.2983001"
TN88U2965,2025-05-13 05:29:49.000,N,Boriach Toll Plaza,"20.885548,73.052162"
TN88U2965,2025-05-10 20:34:56.000,W,TASAWADE TOLL PLAZA,"17.365756,74.122928"
TN88U2965,2025-05-10 22:15:31.000,E,Anewadi Toll Plaza,"17.810312,73.971381"
TN88U2965,2025-05-11 00:01:51.000,E,Khed-Shivapur Toll Plaza,"18.3313849,73.8525197"
TN88U2965,2025-05-13 06:23:59.000,S,Bhatia  Toll Plaza,"21.090354,72.922502"
TN88U2965,2025-05-13 16:09:12.000,S,Bhatia  Toll Plaza,"21.090354,72.922502"
TN88U2965,2025-05-11 01:54:27.000,W,Talegaon Toll Plaza,"18.713938, 73.645848"
TN88U2965,2025-05-11 03:33:42.000,W,Khalapur Toll Plaza,"18.801047, 73.285379"
TN88U2965,2025-05-10 17:26:13.000,S,Kagal Check Post,"16.334688,74.19526"
TN88U2965,2025-05-12 21:15:26.000,N,Charoti Toll Plaza,"19.890544,72.942644"
TN88U2965,2025-05-12 22:53:21.000,N,Bhagwada Toll Plaza,"20.43495,72.917204"
TN88U2965,2025-05-12 19:30:42.000,N,Khaniwade Toll Plaza,"19.519667,72.916898"
RJ14GL3001,2025-05-13 09:11:12.000,E,Omalur Toll Plaza,"11.72034,78.07338"
RJ14GL3001,2025-05-13 15:51:06.000,S,Kappalur,"9.844294,78.011209"
RJ14GL3001,2025-05-10 20:56:28.000,N,Pullur Toll Plaza,"15.887742,78.016978"
RJ14GL3001,2025-05-10 16:23:30.000,W,Shamshabad,"17.151163, 78.224438"
RJ14GL3001,2025-05-10 17:10:56.000,S,Raikal Toll Plaza,"17.005867,78.194493"
RJ14GL3001,2025-05-10 18:50:38.000,N,Sakapur Toll plaza,"16.5356759,77.9444736"
RJ14GL3001,2025-05-12 17:14:34.000,E,Nalluru Devanahalli,"13.206308, 77.765553"
RJ14GL3001,2025-05-13 07:55:15.000,N,L&T Krishnagiri Thopur Toll P,"12.00638,78.08008"
RJ14GL3001,2025-05-13 11:12:19.000,S,Rasampalayam Plaza,"11.193895,78.103219"
RJ14GL3001,2025-05-13 12:49:45.000,S,Velanchettiyur,"10.6990089,77.93067"
RJ14GL3001,2025-05-13 14:37:09.000,N,Kozhinjiipatti Plaza,"10.194334,77.909215"
RJ14GL3001,2025-05-13 06:24:14.000,N,Krishnagiri Plaza,"12.544583,78.201132"
RJ14GL3001,2025-05-11 11:13:19.000,S,Bagepalli Toll Plaza,"13.79295,77.764358"
RJ14GL3001,2025-05-11 08:47:04.000,N,Marur Toll Plaza,"14.5020891,77.6312667"
RJ14GL3001,2025-05-11 00:00:27.000,N,Kasepalli Toll Plaza,"15.061754,77.630328"
RJ14GL3001,2025-05-10 22:41:14.000,N,Amakthadu Toll Plaza,"15.486433,77.901078"
TN88K7122,2025-05-11 03:39:04.000,S,Karjeevanhally Toll Plaza,"13.612918,76.953866"
TN88K7122,2025-05-12 22:38:02.000,S,Nashik Sinner Tollways Limited,"19.9119216,73.9006299"
TN88K7122,2025-05-11 09:33:20.000,S,Guilalu Toll Plaza,"14.053778,76.560573"
TN88K7122,2025-05-13 05:09:55.000,N,Boriach Toll Plaza,"20.885548,73.052162"
TN88K7122,2025-05-13 06:24:42.000,E,Choryasi Toll Plaza,"21.303367,72.95418"
TN88K7122,2025-05-11 10:57:10.000,S,Kananakatte,"14.5381,76.4269"
TN88K7122,2025-05-11 12:12:46.000,N,Thimmalapura,"15.05737,76.3569"
TN88K7122,2025-05-11 16:32:36.000,S,Nagarhalla Toll Plaza,"16.290371,75.923507"
TN88K7122,2025-05-11 18:02:46.000,S,Bijapur Toll Plaza,"16.786741,75.739648"
TN88K7122,2025-05-11 18:43:43.000,N,Tidagundi,"17.008350,75.758870"
TN88K7122,2025-05-11 20:12:17.000,N,Nandani Toll Plaza,"17.472901,75.855225"
TN88K7122,2025-05-11 21:20:47.000,N,Sawaleshwar Toll Plaza ,"17.7643864,75.7558759"
TN88K7122,2025-05-11 23:28:29.000,N,Varwade Toll Plaza,"17.957556,75.330977"
TN88K7122,2025-05-11 00:31:18.000,N,Banglaore-Nelamangala Plaza,"13.090678,77.399788"
TN88K7122,2025-05-11 13:00:49.000,S,Hitnal,"15.323649,76.303646"
TN88K7122,2025-05-11 13:10:17.000,S,Shahapur,"15.357898,76.312781"
TN88K7122,2025-05-11 15:02:43.000,S,Vanagiri,"15.819341,76.174865"
TN88K7122,2025-05-11 20:03:36.000,S,Mandrup Border Checkpost,"17.265351,75.51263"
TN88K7122,2025-05-12 13:13:01.000,N,Banpimpri Toll Plaza,"18.824582, 74.886207"
TN88K7122,2025-05-11 01:35:20.000,N,Kulumapalya toll plaza,"13.114638,77.37463"
TN88K7122,2025-05-11 02:38:14.000,N,Chokkenahalli toll plaza,"13.302065,77.161956"
TN88K7122,2025-05-12 18:11:48.000,S,Ahmednagar Bypass Toll Plaza,"19.087090, 74.697590"
TN88K7122,2025-05-13 00:35:50.000,S,Chachadgaon Toll Plaza,"20.223616, 73.664849"
TN88U9779,2025-05-13 06:24:58.000,E,Vijayamangalam Toll Plaza,"11.245714,77.519702"
TN88U9779,2025-05-13 14:50:40.000,S,L&T Krishnagiri Thopur Toll P,"12.00638,78.08008"
TN88U9779,2025-05-13 16:11:01.000,S,Krishnagiri Plaza,"12.544583,78.201132"
NL01AJ1984,2025-05-12 10:19:41.000,S,Somanahalli,"12.783658, 77.500957"
NL01AJ1984,2025-05-12 20:35:09.000,N,Somanahalli,"12.783658, 77.500957"
NL01AJ1984,2025-05-12 21:44:00.000,S,ATTIBELLE ,"12.776883,77.777119"
NL01AJ1984,2025-05-13 06:25:01.000,S,Vaniyambadi Toll Plaza,"12.648554,78.5833"
NL01AJ1984,2025-05-13 07:33:31.000,N,Pallikonda Toll Plaza,"12.905829,78.951686"
NL01AJ1984,2025-05-12 21:14:29.000,S,Hosur Road (P1) Toll,"12.858667,77.655833"
NL01AJ1984,2025-05-12 09:50:38.000,S,Kanakapura Road (P3) Plaza,"12.857833,77.527583"
NL01AJ1984,2025-05-12 09:36:47.000,S,Mysore Road (P5) Plaza,"12.903583,77.470028"
NL01AJ1984,2025-05-12 23:23:27.000,N,Krishnagiri Plaza,"12.544583,78.201132"
NL01AJ1984,2025-05-13 10:07:52.000,S,Chennasamaduram Toll Plaza,"12.910943,79.40121"
TN31BE3200,2025-05-11 11:47:31.000,E,Omalur Toll Plaza,"11.72034,78.07338"
TN31BE3200,2025-05-12 17:21:22.000,S,Boothakudi Toll Plaza,"10.64127,78.581277"
TN31BE3200,2025-05-11 11:00:35.000,N,L&T Krishnagiri Thopur Toll P,"12.00638,78.08008"
TN31BE3200,2025-05-11 09:12:50.000,N,Krishnagiri Plaza,"12.544583,78.201132"
TN31BE3200,2025-05-13 06:25:07.000,N,Pudur Toll Plaza,"10.11086,78.17934"
KA01AF5988,2025-05-11 20:18:54.000,E,Belekeri,"14.7104272,74.2935113"
KA01AF5988,2025-05-11 21:51:24.000,E,Holgegadde,"14.3594475,74.4184843"
KA01AF5988,2025-05-11 23:15:59.000,E,Shirur,"13.9333649,74.5965095"
KA01AF5988,2025-05-12 00:50:27.000,N,Sasthan Toll Plaza,"13.476043,74.7127896"
KA01AF5988,2025-05-12 01:57:36.000,N,HEJAMADI TOLL PLAZA,"13.1075003,74.7844545763"
KA01AF5988,2025-05-12 03:04:52.000,N,TALAPADY TOLL PLAZA,"12.7590772,74.8743029"
KA01AF5988,2025-05-13 04:59:54.000,E,Chatrapatti Toll Plaza,"10.480588,77.637335"
KA01AF5988,2025-05-13 06:25:14.000,N,Kozhinjiipatti Plaza,"10.194334,77.909215"
MH43CE7377,2025-05-13 09:32:00.000,S,Kini Toll Plaza,"16.8767054,74.2983001"
MH43CE7377,2025-05-13 13:56:58.000,S,Hattargi Toll Plaza,"16.1433,74.51696"
MH43CE7377,2025-05-13 12:10:29.000,S,Kognoli Toll Plaza,"16.5422,74.31825"
MH43CE7377,2025-05-12 20:30:10.000,W,Khed-Shivapur Toll Plaza,"18.3313849,73.8525197"
MH43CE7377,2025-05-13 06:25:21.000,W,Anewadi Toll Plaza,"17.810312,73.971381"
MH43CE7377,2025-05-13 07:51:41.000,E,TASAWADE TOLL PLAZA,"17.365756,74.122928"
MH43CE7377,2025-05-12 18:26:31.000,E,Talegaon Toll Plaza,"18.713938, 73.645848"
MH43CE7377,2025-05-13 11:21:47.000,N,Kagal Check Post,"16.334688,74.19526"
MH43CE7377,2025-05-12 16:58:44.000,E,Khalapur Toll Plaza,"18.801047, 73.285379"
MH04KA4123,2025-05-11 03:33:10.000,S,Patas Plaza,"18.424491,74.466193"
MH04KA4123,2025-05-11 07:03:31.000,S,Sardewadi Plaza,"18.096508,75.0661222"
MH04KA4123,2025-05-11 07:57:36.000,N,Varwade Toll Plaza,"17.957556,75.330977"
MH04KA4123,2025-05-11 09:17:39.000,N,Sawaleshwar Toll Plaza ,"17.7643864,75.7558759"
MH04KA4123,2025-05-12 09:41:02.000,N,Mangalgi,"17.7454925,77.3171313"
MH04KA4123,2025-05-12 10:47:07.000,N,Kamkole,"17.6457252,77.8198176"
MH04KA4123,2025-05-12 17:53:01.000,W,Shamshabad,"17.151163, 78.224438"
MH04KA4123,2025-05-12 23:43:54.000,W,Patancheru,"17.321673, 78.140518"
MH04KA4123,2025-05-13 00:49:42.000,N,Kamkole,"17.6457252,77.8198176"
MH04KA4123,2025-05-13 06:26:11.000,N,Mangalgi,"17.7454925,77.3171313"
MH04KA4123,2025-05-11 00:17:25.000,E,Talegaon Toll Plaza,"18.713938, 73.645848"
MH04KA4123,2025-05-11 10:25:00.000,S,Phulwadi Toll Plaza,"17.7991202,76.1933353"
MH04KA4123,2025-05-11 12:01:28.000,S,Talmod Toll Plaza,"17.8261927,76.7398762"
MH04KA4123,2025-05-11 12:09:00.000,N,Omerga Border Checkpost,"17.495067,76.462114"
MH04KA4123,2025-05-13 14:19:30.000,N,Talmod Toll Plaza,"17.8261927,76.7398762"
MH04KA4123,2025-05-13 15:40:10.000,N,Phulwadi Toll Plaza,"17.7991202,76.1933353"
MH04KA4123,2025-05-10 22:32:07.000,E,Khalapur Toll Plaza,"18.801047, 73.285379"
MH04KA4123,2025-05-13 14:12:41.000,S,Omerga Border Checkpost,"17.495067,76.462114"
MH04KA4123,2025-05-10 21:00:50.000,E,Shilphata NH48 Toll Plaza,"19.097790,73.071728"
MH04KA4123,2025-05-11 00:30:42.000,E,Dehuroad NH48 Toll Plaza,"18.700286,73.692154"
NL01AF7516,2025-05-12 22:58:36.000,S,Tangatur Toll Plaza,"15.358166,80.040105"
NL01AF7516,2025-05-12 18:45:46.000,S,Bollapalli Toll Plaza,"15.886754,80.070843"
NL01AF7516,2025-05-13 04:12:13.000,S,Musunur Toll Plaza,"14.851945,79.987847"
NL01AF7516,2025-05-13 06:26:42.000,S,Budhanam Plaza (NH- 16),"14.059589,79.894624"
NL01AF7516,2025-05-13 05:36:11.000,S,Nellore Plaza (NH- 16),"14.312218,79.916296"
NL01AF7516,2025-05-11 15:36:42.000,N,Karapadu Toll Plaza,"19.111282,84.699281"
NL01AF7516,2025-05-11 16:34:03.000,S,Laxmipuram,"18.733529,84.389803"
NL01AF7516,2025-05-11 20:23:09.000,N,Dukkavanipalem Toll Plaza,"17.888226,83.345101"
NL01AF7516,2025-05-12 05:41:59.000,S,Vempadu,"17.397831,82.67582"
NL01AF7516,2025-05-12 09:01:04.000,N,Krishnavaram,"17.215448,82.1107"
NL01AF7516,2025-05-12 10:29:11.000,N,Kovvuru,"17.027290, 81.719536"
NL01AF7516,2025-05-12 14:49:31.000,N,Pottipadu,"16.572341,80.862502"
NL01AF7516,2025-05-13 13:51:31.000,N,Nangli Toll Plaza,"13.194547, 78.545287"
NL01AF7516,2025-05-11 17:47:11.000,N,Madapam Toll Plaza,"18.377344,84.000528"
NL01AF7516,2025-05-11 21:10:30.000,S,Marripalem Toll Plaza,"17.747445,83.069029"
NL01AF7516,2025-05-12 14:04:23.000,S,Kalaparru Toll Plaza,"16.676408,81.022129"
NL01AF7516,2025-05-13 11:36:08.000,N,Mahasamudram,"13.194889,79.017469"
NL01AF7516,2025-05-11 19:40:35.000,S,Nathavalasa,"18.057967,83.521081"
NL01AF7516,2025-05-13 10:34:18.000,S,Gadanki toll plaza,"13.478827, 79.188024"
NL01AF7516,2025-05-12 11:18:13.000,S,VeeraValli TOLL PLAZA,"16.997034,81.491183"
RJ32GC7620,2025-05-12 03:43:54.000,W,Neelambur,"11.060944,77.088928"
RJ32GC7620,2025-05-12 18:44:12.000,E,Neelambur,"11.060944,77.088928"
RJ32GC7620,2025-05-13 08:40:38.000,W,Omalur Toll Plaza,"11.72034,78.07338"
RJ32GC7620,2025-05-11 07:37:11.000,N,Pullur Toll Plaza,"15.887742,78.016978"
RJ32GC7620,2025-05-12 03:50:24.000,W,Trichy Salem,"11.012859,77.073174"
RJ32GC7620,2025-05-12 18:35:09.000,E,Trichy Salem,"11.012859,77.073174"
RJ32GC7620,2025-05-10 17:05:25.000,S,Bhiknoor Toll Plaza,"18.20539,78.398299"
RJ32GC7620,2025-05-12 18:28:30.000,E,Trichy Cochin,"11.005088,77.069038"
RJ32GC7620,2025-05-10 18:06:13.000,N,Manoharabad,"17.801103,78.471683"
RJ32GC7620,2025-05-12 00:19:31.000,E,Omalur Toll Plaza,"11.72034,78.07338"
RJ32GC7620,2025-05-12 03:53:14.000,W,Trichy Cochin,"11.005088,77.069038"
RJ32GC7620,2025-05-10 20:46:06.000,W,Shamshabad,"17.151163, 78.224438"
RJ32GC7620,2025-05-10 21:31:06.000,S,Raikal Toll Plaza,"17.005867,78.194493"
RJ32GC7620,2025-05-11 00:08:34.000,N,Sakapur Toll plaza,"16.5356759,77.9444736"
RJ32GC7620,2025-05-11 17:05:38.000,E,Nalluru Devanahalli,"13.206308, 77.765553"
RJ32GC7620,2025-05-11 23:29:41.000,N,L&T Krishnagiri Thopur Toll P,"12.00638,78.08008"
RJ32GC7620,2025-05-12 02:25:40.000,W,Vijayamangalam Toll Plaza,"11.245714,77.519702"
RJ32GC7620,2025-05-12 03:25:14.000,W,IVRCL Chengapally Tollways Li,"11.012852,77.073167"
RJ32GC7620,2025-05-12 18:55:29.000,E,IVRCL Chengapally Tollways Li,"11.012852,77.073167"
RJ32GC7620,2025-05-13 06:26:48.000,E,Vijayamangalam Toll Plaza,"11.245714,77.519702"
RJ32GC7620,2025-05-13 09:28:04.000,S,L&T Krishnagiri Thopur Toll P,"12.00638,78.08008"
RJ32GC7620,2025-05-13 16:05:49.000,S,Vaniyambadi Toll Plaza,"12.648554,78.5833"
RJ32GC7620,2025-05-11 21:20:14.000,N,Krishnagiri Plaza,"12.544583,78.201132"
RJ32GC7620,2025-05-11 13:40:10.000,S,Bagepalli Toll Plaza,"13.79295,77.764358"
RJ32GC7620,2025-05-12 01:08:36.000,W,Vaiguntham Toll Plaza,"11.513282,77.923946"
RJ32GC7620,2025-05-13 07:51:09.000,E,Vaiguntham Toll Plaza,"11.513282,77.923946"
RJ32GC7620,2025-05-11 11:07:23.000,N,Marur Toll Plaza,"14.5020891,77.6312667"
RJ32GC7620,2025-05-11 09:47:18.000,N,Kasepalli Toll Plaza,"15.061754,77.630328"
RJ32GC7620,2025-05-11 08:36:36.000,N,Amakthadu Toll Plaza,"15.486433,77.901078"
TN34AH1960,2025-05-11 23:05:05.000,W,Jojro Ka Kheda Toll Plaza,"25.082922,74.624379"
TN34AH1960,2025-05-11 11:45:50.000,S,Durjanpura Toll Plaza,"22.475387,75.571802"
TN34AH1960,2025-05-09 16:49:29.000,S,Kamthana Toll Plaza,"17.845891,77.448414"
TN34AH1960,2025-05-11 21:01:59.000,S,Nimbaheda,"24.6104397,74.6484461"
TN34AH1960,2025-05-11 21:50:29.000,S,Ochadi,"24.8248863,74.6282613"
TN34AH1960,2025-05-12 14:12:43.000,W,Lambiya Kalan,"25.5871683,74.593839"
TN34AH1960,2025-05-12 15:42:55.000,W,Khedi,"26.1029659,74.6849376"
TN34AH1960,2025-05-10 18:10:00.000,N,Laling toll plaza,"20.833039,74.754271"
TN34AH1960,2025-05-10 19:29:06.000,S,Songir,"21.050768,74.784939"
TN34AH1960,2025-05-10 20:21:00.000,N,Shirpur,"21.319733,74.889272"
TN34AH1960,2025-05-11 08:49:38.000,S,Jamli Toll Pllaza,"21.75667,75.156824"
TN34AH1960,2025-05-11 10:10:06.000,E,Khalghat Toll Plaza ,"22.173782,75.456797"
TN34AH1960,2025-05-11 14:03:33.000,S,Chokala Toll Plaza,"22.9310,75.2507"
TN34AH1960,2025-05-11 15:42:57.000,N,Chikliya Toll Plaza,"23.2305,75.1270"
TN34AH1960,2025-05-11 17:37:58.000,N,Manankheda,"23.79626925,75.10225026"
TN34AH1960,2025-05-11 19:00:39.000,N,Piplyamandi,"24.168848,75.013273"
TN34AH1960,2025-05-11 20:51:22.000,N,Nayagaon,"24.572623,74.761591"
TN34AH1960,2025-05-12 21:40:23.000,S,Kishangarh Plaza,"26.595329,74.939169"
TN34AH1960,2025-05-13 01:06:27.000,E,Daulatpura Toll Plaza,"27.0868994,75.8345568"
TN34AH1960,2025-05-13 06:27:35.000,S,Manoharpura Toll plaza,"27.3056399,75.9535128"
TN34AH1960,2025-05-12 23:36:47.000,S,Thikariya Toll Plaza,"26.843328,75.615578"
TN34AH1960,2025-05-10 21:12:01.000,N,Hadakhed Border Checkpost,"21.2538,74.5846"
JH10CJ7213,2025-05-13 08:52:50.000,S,TeliparaToll Plaza,"26.44398, 89.942892"
JH10CJ7213,2025-05-13 06:27:38.000,N,Dahalapara Toll Plaza,"26.476602,90.712074"
JH10CJ7213,2025-05-13 10:28:54.000,S,Guabari Toll Plaza,"26.476623,89.756542"
JH10CJ7213,2025-05-13 15:52:27.000,S,Rangalibazna Fee Plaza,"26.68477778,89.23083333"
JH10CJ7213,2025-05-12 19:58:00.000,S,Madanpur Toll Plaza,"26.3093870,91.7164080"
JH10CJ7213,2025-05-13 07:51:02.000,S,Patgaon Toll Plaza,"26.567821,90.218439"
JH10CJ7213,2025-05-12 22:44:43.000,W,Galia Toll Plaza,"26.442682,91.048867"
MH46BU2317,2025-05-12 07:58:39.000,W,Khandi Obri Toll Plaza,"23.993636,73.627895"
MH46BU2317,2025-05-12 09:32:46.000,S,Dakan Kotra,"24.500543, 73.720874"
MH46BU2317,2025-05-12 16:51:19.000,W,Jojro Ka Kheda Toll Plaza,"25.082922,74.624379"
MH46BU2317,2025-05-12 18:10:23.000,W,Lambiya Kalan,"25.5871683,74.593839"
MH46BU2317,2025-05-12 20:11:39.000,W,Khedi,"26.1029659,74.6849376"
MH46BU2317,2025-05-11 13:57:36.000,N,Boriach Toll Plaza,"20.885548,73.052162"
MH46BU2317,2025-05-11 15:25:26.000,E,Choryasi Toll Plaza,"21.303367,72.95418"
MH46BU2317,2025-05-11 20:33:18.000,S,Vadodara Toll Plaza,"22.413798,73.149308"
MH46BU2317,2025-05-12 15:15:34.000,E,Narayanpura Toll Plaza,"24.613529,74.233079"
MH46BU2317,2025-05-13 11:13:45.000,N,Kherki Daula Toll Plaza,"28.395604,76.98176"
MH46BU2317,2025-05-12 21:38:16.000,S,Kishangarh Plaza,"26.595329,74.939169"
MH46BU2317,2025-05-13 08:43:17.000,N,Shahjahanpur Toll Plaza,"27.99978,76.430522"
MH46BU2317,2025-05-13 04:32:28.000,E,Daulatpura Toll Plaza,"27.0868994,75.8345568"
MH46BU2317,2025-05-13 06:28:20.000,S,Manoharpura Toll plaza,"27.3056399,75.9535128"
MH46BU2317,2025-05-13 03:36:39.000,S,Thikariya Toll Plaza,"26.843328,75.615578"
MH46BU2317,2025-05-11 10:19:41.000,N,Achhad Border Checkpost,"20.07538,72.913338"
MH46BU2317,2025-05-12 05:36:36.000,S,HSTL TP04- Gajan,"23.5051103,73.3033763"
MH46BU2317,2025-05-11 08:56:57.000,N,Charoti Toll Plaza,"19.890544,72.942644"
MH46BU2317,2025-05-10 09:02:54.000,S,Charoti Toll Plaza,"19.890544,72.942644"
MH46BU2317,2025-05-11 11:44:47.000,N,Bhagwada Toll Plaza,"20.43495,72.917204"
MH46BU2317,2025-05-11 18:06:01.000,N,Mandva Toll Plaza,"21.7016001,73.0609234"
MH46BU2317,2025-05-11 19:09:34.000,N,L&T Vadodra,"22.015027,73.115049"
TS07UN4003,2025-05-12 12:27:23.000,N,Mathni,"21.139545,79.365105"
TS07UN4003,2025-05-11 12:35:59.000,W,Thakurtolla toll plaza,"21.117914,81.122298"
TS07UN4003,2025-05-13 14:06:52.000,S,Arjunalli toll plaza,"19.361481,73.165874"
TS07UN4003,2025-05-11 12:04:52.000,N,Durg Bypass,"21.214518,81.287962"
TS07UN4003,2025-05-12 09:39:26.000,W,Sendurwafa toll plaza,"21.088244,80.034186"
TS07UN4003,2025-05-12 13:48:11.000,N,NAGPUR BYPASS CHECK TOLL PLAZ,"20.2299353,79.0131934"
TS07UN4003,2025-05-12 08:08:20.000,S,Deori Border Checkpost,"21.43425,80.263055"
TS07UN4003,2025-05-11 11:15:39.000,S,Kumhari,"21.2525171,81.5368479"
TS07UN4003,2025-05-13 06:28:31.000,S,Pimpri Sadruddin Toll Plaza,"19.676166, 73.566280"
MH04KF2919,2025-05-10 21:51:11.000,E,SONWAY Toll Plaza,"22.6118196,75.7764414"
MH04KF2919,2025-05-12 21:35:32.000,W,SONWAY Toll Plaza,"22.6118196,75.7764414"
MH04KF2919,2025-05-13 06:28:40.000,W,Khalghat Toll Plaza ,"22.173782,75.456797"
MH04KF2919,2025-05-13 08:20:01.000,N,Jamli Toll Pllaza,"21.75667,75.156824"
MH04KF2919,2025-05-13 09:56:17.000,S,Shirpur,"21.319733,74.889272"
MH04KF2919,2025-05-13 10:39:00.000,N,Songir,"21.050768,74.784939"
MH04KF2919,2025-05-13 12:04:16.000,S,Laling toll plaza,"20.833039,74.754271"
MH04KF2919,2025-05-13 09:24:13.000,S,Hadakhed Border Checkpost,"21.2538,74.5846"
MH04KF2919,2025-05-11 08:01:35.000,S,IDTL Toll Plaza-A,"22.822692,75.938208"
MH04KF2919,2025-05-12 18:42:32.000,S,IDTL Toll Plaza-A,"22.822692,75.938208"
KA51AH4889,2025-05-10 20:39:33.000,N,K N Huindy TOLL PLAZA,"12.9194122,77.4686378"
KA51AH4889,2025-05-12 21:18:05.000,N,K N Huindy TOLL PLAZA,"12.9194122,77.4686378"
KA51AH4889,2025-05-11 13:29:26.000,S,Gananguru Toll Plaza,"12.472697,76.760373"
KA51AH4889,2025-05-13 06:28:57.000,N,Gananguru Toll Plaza,"12.472697,76.760373"
KA51AH4889,2025-05-10 21:58:57.000,N,Gananguru Toll Plaza,"12.472697,76.760373"
KA51AH4889,2025-05-10 17:59:31.000,N,Kannegala TOLL PLAZA,"11.981411,76.996146"
KA51AH4889,2025-05-12 18:57:13.000,N,Kannegala TOLL PLAZA,"11.981411,76.996146"
KA51AH4889,2025-05-11 00:07:18.000,N,Sheshagirihalli Toll Plaza,"12.840350, 77.418460"
KA51AH4889,2025-05-13 08:39:53.000,N,Sheshagirihalli Toll Plaza,"12.840350, 77.418460"
